,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1772.90628224,1774.07111319,1774.0895596,1774.14909461,1767.79756159,1751.59552054,1764.73104665,1753.13390012,1767.94818153,1736.72282196,1702.70169708,1710.54268101,1713.38094476,1709.5047231,1721.16606483,1729.06613396,1725.94775524,1726.9538765,1744.8353496,1764.57895896
1,1774.96680909,1771.43410973,1774.33059703,1776.05431252,1772.683676,1769.47700789,1767.43561438,1766.9498214,1765.90260148,1734.01930593,1722.49169515,1710.61524905,1697.56750125,1693.57758258,1693.69786782,1693.22465786,1694.70199972,1711.63172165,1735.00243257,1759.3619006
2,1768.48590499,1776.42381957,1768.90704096,1770.76530878,1774.8621449,1771.48120383,1772.1129651,1773.35330685,1756.4408772,1730.80990483,1737.65140294,1710.48301315,1685.81633097,1678.65867974,1680.86224099,1676.01039979,1694.37353865,1709.47160852,1718.76866234,1752.1699385
3,1771.19021576,1776.96624248,1770.93703889,1766.91373405,1764.07406401,1769.48282179,1776.19301326,1770.52684106,1743.77536645,1730.0014685,1744.10313134,1710.88597376,1688.40010073,1683.70116428,1679.68237268,1667.55675851,1696.92046082,1713.99240743,1719.29060374,1750.34473321
4,1770.80147981,1774.12011223,1769.66425811,1771.09671787,1756.65880729,1747.43931872,1764.81954884,1761.05829491,1745.8648733,1739.56531363,1756.36225547,1722.93700639,1708.38929174,1709.62625752,1697.06284177,1686.43915555,1714.47596198,1730.4807752,1722.35794145,1747.68270283
5,1774.61870512,1773.11677794,1769.09522068,1772.36404783,1751.83604156,1711.3305252,1722.81552915,1733.06360797,1761.20771607,1763.25425909,1767.01915972,1762.12770694,1760.1016204,1768.27364376,1756.75882076,1745.16276081,1755.42354502,1763.12203906,1748.57139073,1753.03688351
6,1774.39837332,1772.02752995,1777.0534058,1772.1763431,1774.33954241,1757.50585398,1767.72943363,1762.45684556,1764.30015821,1726.48761345,1704.09144302,1697.96613329,1688.47572217,1681.76882461,1692.412699,1703.48115754,1709.41453837,1722.51959431,1744.13053492,1769.21998538
7,1773.56979275,1774.20837656,1774.44856598,1773.18173442,1773.02039969,1768.27664619,1766.21385215,1772.16652383,1759.04884159,1737.09234477,1733.10502051,1717.52457056,1693.09702915,1679.74406765,1686.36179726,1686.25745764,1699.88614197,1713.88654969,1735.48581077,1763.80342691
8,1771.13316622,1774.04596559,1769.88656641,1769.07613242,1769.55598004,1769.60037685,1769.34689977,1772.05583043,1748.3346537,1728.41373415,1739.08917607,1706.82146092,1686.64448117,1683.90997855,1684.79259976,1675.26045776,1698.50700157,1714.71287536,1731.33242728,1757.07601285
9,1770.76335271,1777.98232768,1768.15944563,1768.96836663,1757.5350002,1758.13869062,1776.47746564,1772.94619611,1742.54053163,1731.46044084,1745.47953936,1710.38367161,1693.17739877,1694.84261653,1696.98786349,1682.33465956,1707.8387329,1725.0717545,1728.19524148,1754.99728113
