,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,721.881151403,721.570556054,719.841079816,724.053418736,717.889464939,717.283746353,722.316706515,720.103102653,720.247223298,716.916052388,716.932378865,723.085670823,715.68199746,703.112519323,709.75403489,715.527104508,721.049946598,723.0037464,721.319839555,722.013382516
1,722.443582967,721.959242199,719.171950645,722.150248962,722.775666014,722.122793103,714.62864522,712.617364039,714.288739988,722.703202827,719.257056927,721.523878484,720.876180913,714.770857192,710.01854804,711.617785095,720.608156239,723.045182633,718.597397643,721.853300367
2,725.039841908,718.019713397,723.193221647,720.646492371,722.431570492,717.729984645,703.433937058,705.02399733,709.728616259,723.274117033,722.830876046,722.848423982,721.210818088,719.202270469,717.31386655,707.136562095,717.425671957,723.777884377,713.740359515,720.133903815
3,721.614720222,718.542604308,724.308604927,722.357137924,720.495826373,708.017989262,698.02561023,696.443268617,698.429772009,721.042564718,723.839764177,723.528288931,723.678858976,721.958804455,720.135434918,709.785592721,714.655798229,720.170156822,708.973462017,716.038231499
4,722.744971319,722.442901327,723.053725451,721.811094579,723.755921551,702.016059452,691.623496846,681.73016181,688.271455382,720.084515479,720.88530351,721.78849896,720.485099283,717.570247415,723.984227064,713.570089883,716.607004727,720.484144785,712.95569479,712.332829774
5,720.071670799,720.554104563,721.579157764,723.628346122,721.386570424,698.142684022,699.760414996,676.525157062,681.31037837,714.627923532,715.498039805,721.395586904,720.211838272,716.251706776,720.310735965,721.701220591,717.249959267,718.315968606,721.823893147,717.370421803
6,722.583397089,720.976062932,720.078419591,724.351114326,718.962079875,723.627689058,723.120615347,715.385477181,718.107269779,718.667099141,719.483596258,721.658146383,721.239817707,717.520135714,711.769511449,712.371764213,720.590299529,725.897694705,716.112227273,721.385288858
7,723.71719002,724.268800972,722.930154887,720.711510312,722.907989442,718.837417008,708.294499626,713.893301808,715.809151983,720.44033114,718.885806445,719.852957703,723.094515151,719.782279872,715.197575531,709.593251124,721.532386123,722.26880621,708.633241626,723.283428869
8,721.743843906,721.973857595,723.040055951,720.385820733,723.361058879,710.884299529,687.273017835,706.578426045,706.163995257,721.007468263,721.331314922,722.270702089,720.267917899,716.093081313,717.749012586,705.183326721,719.033281979,718.542518582,701.968060041,714.564425742
9,722.893168716,721.958714722,720.564976924,721.228693372,721.359252625,704.023830636,680.118574619,700.545909171,694.36397539,719.390012817,724.327258744,722.241483937,718.552346999,720.734508374,721.871960899,709.432945562,712.790878485,714.240008212,705.367938729,710.643293347
10,723.165736255,723.218528272,722.983444077,720.297180102,722.712881257,693.228815114,678.878589721,688.071686332,687.241822062,719.414565366,718.086956034,721.073788032,719.31676216,721.431571475,721.138439632,714.406953125,710.890653853,713.903946992,710.951283774,715.266418412
11,723.744788961,723.643328337,723.465685288,718.903520037,723.312066149,716.555015277,712.979396037,718.40232602,720.188888346,723.171331097,719.36105249,723.654850027,720.703430879,717.396593339,711.754394804,707.826653818,714.25443078,723.61360883,703.770488335,720.766702582
12,720.653148181,721.779959015,725.203057279,720.383030686,723.344657352,716.074227413,703.560069516,716.490865577,713.088874769,721.281225994,719.884252994,720.705002025,718.721980152,715.690035071,716.849255047,705.51606627,714.16032084,719.235781679,703.862205135,720.492336285
13,720.058077129,721.492969401,723.65353847,719.846030634,720.703920372,711.736682984,689.298222083,717.929256262,715.474605469,719.256797041,719.195672241,719.763538059,714.912760289,711.36387073,711.783275301,702.346498859,711.427009103,718.654464973,700.381992013,716.36533905
14,720.331601302,721.856881041,722.143653198,719.334396864,720.738141302,704.943521134,675.492722367,715.608713461,707.412620404,719.869885319,721.801731905,719.692099977,716.294518205,715.361536517,714.903986787,699.206430212,710.866393138,717.237189159,701.197844047,710.506475358
15,720.505528513,722.588441392,722.038490557,715.823557337,721.772642955,700.909820312,667.126667482,710.195005378,702.731493452,720.442749217,720.268204463,721.360596075,712.841854751,717.36417605,716.841722199,701.595185273,708.704037445,711.458695849,697.379851348,708.826589807
16,722.785858992,725.150192952,720.368079734,721.329466194,725.374527437,711.614310977,689.295299051,718.496147376,713.560818086,721.93847228,720.108104905,719.673944672,714.732741401,714.667771965,714.295239723,700.793665719,715.742935737,716.262210777,701.039683459,712.984957358
17,720.246442442,723.229001685,724.412671272,719.852284848,719.066181946,712.813382365,688.888700661,719.770362528,718.534416291,720.17380906,718.18043336,718.853651104,713.431679354,708.855307637,709.746110294,708.899088901,710.817524004,710.652968245,705.243703294,719.493095332
18,720.035621285,722.164210552,721.000368153,714.7026732,724.631576466,706.154041117,676.75720684,718.569100061,716.411494999,722.322901715,720.398120488,722.217592373,713.328086204,709.878215271,709.683357163,705.25705337,709.663186274,715.113174673,702.025778211,718.095169768
19,722.590980451,721.220698096,717.64312952,722.77716372,718.166762281,720.319879788,713.305149013,714.714599134,722.058204547,719.490747285,717.586118231,724.211330985,714.1519761,702.493812298,701.442174081,716.019192224,718.033495876,718.058447594,715.812891292,725.465943793
20,718.685980602,722.714592191,722.677996793,720.418526169,718.541006383,716.388141065,710.722819605,724.468367351,721.918822812,723.066895647,720.942535762,722.714917596,712.902193837,705.653746077,711.769058974,714.45360116,716.185372399,716.531163905,708.78683577,724.337690023
21,722.688028749,720.863590002,720.931651892,719.000243145,722.597471918,708.452602357,679.646016753,722.894789961,719.494073401,723.288560705,719.79384347,718.88660782,707.784473508,710.61084224,707.678187782,710.647314937,707.805466035,712.727062932,704.45093491,717.841627245
22,722.419356755,721.56049893,723.494643115,719.790355185,723.571965197,700.06996274,672.246103217,718.407127278,713.498693253,720.542304662,717.534350247,720.399628553,713.440834456,720.48669575,718.023630752,711.842170824,711.022565699,709.619673549,705.741110995,718.760145486
23,720.993413877,721.340940411,721.318138596,719.66666847,722.778423487,693.141202616,680.232782513,703.687257217,701.249043939,714.107017556,717.146497659,722.068671616,718.542625962,722.985278756,721.108349421,719.436387033,714.696654649,708.942673348,715.569697855,713.67571452
24,724.217099177,720.129891883,722.522428111,722.522442125,722.053945863,707.135909265,715.609642424,685.689544042,695.391308924,710.763147501,713.715137263,719.443687557,723.194510725,706.773108393,717.964424383,722.759409512,722.372673731,718.131303235,723.518522285,721.127913241
