,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,37.3734999072,35.3914073443,37.1198172897,41.0513916377,41.5415206859,34.5219702245,39.0894413357,39.0693986846,39.3023863216,35.8560818022,35.6331406012,10.2202815708,2.19928221496,-0.73888248913,-1.52795267271,-2.90316484518,11.9990685783,19.940750848,29.4542296237,36.0397579513
1,41.2471045867,35.178417072,34.3506700745,40.9864873279,40.5627067737,33.4722478565,41.6803836295,39.6331962172,39.4946384232,30.3219159052,29.2016031203,-8.93474385387,-10.1929130948,-11.7640074348,-14.3079574961,-15.7086439387,5.23828849036,13.8098719507,25.3973443049,33.5539821891
2,42.4079428265,38.2006787816,35.1638338037,37.6785808964,36.8687834597,38.1919559833,40.1446738861,41.275615078,39.9454388417,23.1792729445,18.4771017386,-13.6372236994,-14.9205525286,-19.2239760132,-15.3980014813,-19.9378295342,4.20991742928,14.1194446633,24.642632446,26.6044263853
3,41.7451337281,38.9602989301,37.2329255027,37.7521487071,35.1642353383,40.8173814786,38.9966431919,41.0791190666,38.6567947496,19.1365100129,21.7482264806,-10.6219749972,-11.0326653519,-11.2395670373,-11.1502220481,-12.5566510287,5.97117764567,13.364383974,28.4967446717,24.7657059899
4,40.049399265,40.8789292554,36.3798839366,37.2646443249,33.5687716622,43.9026679094,25.6888227542,41.285674006,37.3013239543,12.4377501507,23.3629010228,-1.13240469045,1.25929460115,0.153582075689,3.98053339434,-5.20249925541,11.8584347209,24.4180719297,32.7529225545,27.7430378574
5,39.0037187945,40.2483111374,39.7799679587,40.3277129686,32.4611056682,39.1114411944,24.3144764695,36.7389437167,34.6179483815,16.8157570212,34.069997672,30.0906660708,33.8478215331,34.5439365178,41.1851034549,32.2622249504,38.3033499939,43.1919803436,39.9016099924,31.853944013
6,41.401706161,36.1443948117,37.4613674394,40.6838375631,40.1891624147,31.2555660549,39.7800631527,36.7915580722,38.8772910489,35.0207903873,33.762459778,-7.94069372646,-8.33445816278,-13.9132953491,-11.9878014412,-20.2824121578,-0.354645395172,7.79061695375,22.957549983,27.8811399118
7,39.4469809964,36.3957525444,38.4805501154,41.0550665067,35.0768585964,33.6301197367,40.9752945896,39.1194821475,38.8090755993,29.3343751202,30.1988421584,-12.4719698327,-9.77163965297,-17.9598008782,-15.6204467528,-20.9973040826,-2.95954875583,8.1692864642,28.6373794331,26.714410635
8,41.4183667611,39.5020080703,38.5537073771,40.0962594894,34.4136882556,35.622834271,40.5220896755,40.0097621032,40.8063964408,26.9135211469,28.1495168342,-11.6058476296,-9.23696689808,-18.1966602463,-11.6909190765,-18.903320871,0.231993151057,8.72957735111,26.2806755376,24.8007976065
9,40.9345890757,43.4360209917,39.3227597401,40.3941966547,35.8909429824,39.6636018633,36.5149824162,44.3260104469,39.6294705552,18.6316466354,23.4917472522,-1.95656494446,-6.38903382454,-8.01339146003,-4.88181522262,-13.5572109379,3.82068876559,17.1249132918,29.3183382636,25.0186361021
