,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,536.57984566,536.708239813,534.355655398,534.181291531,538.069243854,531.47077346,527.434432806,513.624543258,516.181063355,531.245281746,530.571334337,526.309802391,533.83841858,534.650832535,536.065397918,535.515419013,534.211363875,529.492286993,537.776690534,533.53719496
1,530.727443677,533.927403498,534.536530107,536.894715184,535.02851806,530.708085538,521.49689164,495.005198628,506.262414105,529.765842803,527.326978871,512.786005905,517.8894646,525.642453851,529.471733191,530.227191231,531.083702575,528.272135116,536.166559294,534.015922013
2,538.205362306,538.630267408,536.298626544,538.193576311,534.118263673,531.674675322,522.403001925,495.391066987,499.784525637,533.455806402,517.594187972,516.571526508,510.222660437,516.342864808,529.665697033,530.516690909,527.549086742,526.513069102,534.426847555,534.669126232
3,534.681159615,537.82990962,533.759151076,537.395258796,533.462944638,532.335632677,523.170390691,495.25837098,497.930309845,537.043371316,516.560446633,515.55051895,509.935054598,518.21171935,524.709958147,528.21947414,524.185372901,530.341115836,534.395994301,532.394553106
4,537.225406106,536.362563221,535.31150686,537.634930114,533.320957348,531.857260854,524.757133673,497.014893468,501.661913909,532.714699531,517.07608934,525.83409261,507.476571488,521.18685776,527.972247982,527.878415558,527.392850251,526.278543386,538.346349927,530.152504334
5,536.933290376,534.897683933,534.321106047,535.777581997,531.70901885,528.0649659,524.627314462,491.992562494,509.423878316,526.151184427,520.002024282,529.847220056,512.8885443,523.565028717,530.543975711,531.86225843,534.521713616,532.277352067,537.855962678,533.811437974
6,534.020422432,536.058605738,534.111740159,538.089381424,534.69761854,528.947633401,516.736075119,501.464138291,509.221111074,533.291165604,522.754652365,509.859654674,511.33241655,517.181519911,527.885734861,522.987175883,525.20263348,521.4513108,532.711621513,529.137488319
7,533.659921246,534.537714463,533.959236043,536.7433829,534.542377473,529.488353916,515.549841925,493.371923252,500.17882867,532.202943665,520.595085338,510.771692206,511.014564287,515.158424564,528.742851613,527.369169329,526.921074593,522.433703879,531.213683311,533.242416847
8,535.579449006,534.769693211,538.431604796,534.766991158,531.807742606,533.4365963,519.177062311,494.21889635,503.470736404,533.223444933,521.24257017,517.115080542,512.148716577,516.343666241,527.929040313,528.339436822,525.452434059,525.542734118,537.10035261,533.978014297
9,538.226294993,536.068147414,535.387534175,535.686837495,534.027582565,529.486739749,524.703458568,494.464690567,499.178935513,536.107489689,515.399990488,520.678882243,504.240190228,517.579492142,529.494278469,529.420526166,520.826423907,526.752985156,534.101497719,531.530482583
10,534.640511778,537.133007503,536.394168984,533.319077834,530.6866552,529.450679198,522.559646892,490.612852007,498.237853299,532.681073559,520.918260699,526.599001087,509.176920818,521.99364216,527.369630566,531.617151364,525.96027486,532.397217346,536.20471651,530.628921286
11,530.401973628,534.85407395,536.545690394,535.937291163,534.815892567,528.254548334,519.882603258,505.566529334,515.393291082,532.099514612,518.789798331,507.043763145,505.368837063,513.339365027,525.558898571,520.240493915,526.138191184,517.33817521,528.187052648,525.585693837
12,534.599202896,540.108697449,534.158860119,537.198047449,531.72808649,531.077249787,519.78131683,493.727761576,504.285075518,532.265962257,519.461346699,513.44050592,506.107395493,512.919528597,528.23617607,522.885044398,522.676572999,522.489967874,528.057985871,528.88640815
13,535.056396195,537.675433387,537.083852848,534.330149187,534.329716831,532.305937243,520.101801116,499.492849471,504.643480127,534.445193653,521.528225197,514.832629556,507.613103998,515.942510143,528.007459277,523.833894066,522.156919362,523.468708575,532.450959838,528.484209849
14,535.883286945,536.045553911,533.666410278,535.74035861,533.710353525,532.125455912,522.541562019,498.090497498,502.110711975,535.691811371,520.499944609,517.257809036,506.422355899,517.626704495,526.754702895,527.114257278,519.825966621,525.0752988,531.133870012,531.863766297
15,540.204281259,534.059955412,536.594449798,535.672653939,532.929092708,531.391499699,525.368420979,497.527729621,501.75839425,537.739334009,521.193260677,518.686785174,508.239300792,519.952808021,525.431445529,526.846144128,524.874164435,528.373337531,537.784043834,535.606775228
16,532.614868725,534.598711118,536.380712185,537.029100159,528.628000141,522.158167852,508.798574865,503.718116202,514.290093606,529.203007914,524.304854743,517.92417786,517.856775871,515.428640856,528.677830868,517.759312993,522.980243257,521.802889174,530.265006825,530.995658208
17,530.190747107,532.84686904,535.92013012,535.599580154,532.303932718,527.469538902,520.260784265,505.841073429,507.507280164,534.167874773,526.938567499,524.165397408,515.887042129,518.730085607,525.982892075,522.881204221,524.824505418,522.774252445,534.636083033,532.498537642
18,533.456511575,531.723989735,537.325936488,533.846712181,535.715747783,530.626185017,527.242776401,501.437628354,503.049086827,532.76579039,529.269511845,526.009887626,514.855886721,521.872418173,529.826332725,526.512357343,527.273644436,527.102138288,534.890821885,531.991466943
