,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,675.769234681,678.715454706,679.062755766,679.165252643,673.551905088,680.251463057,672.99074294,677.864762893,677.497285061,676.001832676,653.477808603,655.613157325,646.710223839,644.14298378,652.867969072,650.797870348,671.113276446,669.965958522,675.469472406,677.379089022
1,678.943916172,675.449098899,680.911103518,677.543275083,674.520391377,669.058825165,677.164211039,675.890011111,681.593203807,641.080458317,640.297294195,644.620483581,635.834103084,644.562682662,661.123745154,650.848537514,665.968339326,666.730562691,664.398031269,672.090852216
2,674.059937864,678.068333856,678.011522756,676.109728851,680.296131312,674.34779032,663.47503497,674.170251395,677.206530453,646.931134075,657.980970128,654.418365925,643.508201794,647.70531476,665.563478662,651.657125403,658.86825673,667.212228984,665.194706135,672.880368179
3,675.101476096,676.920187414,678.032701359,678.495818636,681.972352333,670.506625448,640.705442151,671.186082447,672.426802413,642.417408429,666.673911557,665.77611499,654.928634601,661.393929247,671.790970165,659.995291458,663.542134703,669.693853572,665.653035563,671.413213635
4,674.225014159,682.299874148,681.579791229,681.239702991,678.847061113,668.844546182,617.378011455,669.103236233,663.787542945,648.171333408,673.044899998,668.233894988,663.999466833,669.150732509,678.188154855,666.66647464,674.649435999,677.136995055,670.342586745,676.672725199
5,675.88355097,678.552584613,677.791352909,677.836386275,678.350359118,666.796223525,612.972204632,671.144941504,664.842100235,656.21671011,679.492443248,675.932720103,671.817107888,672.52846183,676.504456598,672.889043973,679.533503949,681.709437214,678.438797493,681.356690395
6,679.723590865,678.19965172,684.308996261,679.435260505,677.430913165,671.680853671,678.08314882,676.232876009,680.658137889,649.179861854,637.980392606,629.941151828,613.741709702,621.538942005,648.092859799,633.927445716,659.637046291,670.238052566,662.550871824,675.703748557
7,674.966337523,676.584806524,679.013937264,677.081806964,679.654103862,670.446771293,675.123553675,675.058599469,680.533179764,637.149080834,642.931907652,638.083595213,625.24086345,633.700835419,656.589632147,637.515922985,659.603877417,667.316856915,660.198821481,675.459531533
8,677.827310453,677.336738169,680.00391636,678.286899395,683.562471619,670.481863093,650.939630367,672.007473908,674.011162597,636.971226771,657.251042326,652.053148986,633.139993493,640.575145688,659.830340062,647.577643774,660.898527462,670.103655507,656.046755739,673.383053054
9,674.874056399,676.834379713,682.471395993,679.933756167,685.577017773,668.855664148,617.999430749,667.577258597,666.00569319,643.373879402,665.651878066,659.472726023,652.502833075,657.580791701,677.746218385,659.34084726,669.850783154,673.077405353,664.36473745,672.288325195
10,676.693719019,681.82018845,680.135034869,678.493276473,678.441262179,666.03860025,598.647412371,667.814737972,660.815902453,647.370306879,671.84002422,667.81692138,666.273858438,671.948452935,681.103373046,670.346600866,679.646030745,677.59908837,675.430847843,680.547366156
11,680.796277082,681.181270346,682.099165824,681.959992797,679.273566595,670.035208336,681.255065783,674.745588671,681.023581304,649.793756722,638.112715388,634.498278019,616.583228093,618.440094523,652.141970678,636.96160264,661.620347731,672.585527342,665.024450699,677.422010359
12,678.989459492,675.76313166,679.419444243,678.504320426,679.574053787,669.392186534,673.333672196,675.62041359,677.198597136,634.272749996,645.802697421,638.470491842,622.485046676,624.451081112,654.73836687,632.49015731,656.506240974,668.577279903,659.408417269,674.466626565
13,680.14225181,678.317926424,680.700494673,677.154051127,678.412269477,672.175424084,675.410941446,674.009544033,679.888390673,641.976469133,647.107113693,646.426563647,629.200026737,628.505918075,658.422846429,642.918347355,662.501059498,670.567668867,658.095244942,675.127685681
14,677.778686148,677.799595572,677.406610583,682.346614396,682.717496991,669.392603736,641.386349988,674.248424811,671.624766248,635.926646541,660.083928632,653.606218067,645.667263022,647.9483075,671.815463464,660.166318044,667.616911814,672.715999983,658.629861262,673.938350228
15,675.060803362,677.605081806,680.148629996,678.188751182,680.276508337,669.432507392,608.264041035,665.241130985,664.303959319,638.278147951,661.732861236,659.993271696,659.865344054,663.869891806,679.976500865,671.221692984,673.496349256,677.725840893,666.481931279,677.820418147
