Subj_id,Stim_id,Wav_fname,Stim_loc,Stim_lat,Stim_ang,Stim_dts,Acc,RT,Resp_but,Alertness,ovtrialsnos
"s_26",56,"L25flip","R",2,12,"R12",1,1.507080852,8,"Alert",1
"s_26",43,"L12flip","R",2,60,"R60",1,0.672647484,8,"Alert",2
"s_26",7,"L14","L",1,35,"L35",1,0.625987673,1,"Alert",3
"s_26",2,"L9","L",1,60,"L60",1,0.593699474,1,"Alert",4
"s_26",74,"R24flip","L",1,12,"L12",0,0.816322652,8,"Alert",5
"s_26",37,"R25","R",2,12,"R12",1,0.660322013,8,"Alert",6
"s_26",36,"R24","R",2,12,"R12",1,0.478064212,8,"Alert",7
"s_26",71,"R21flip","L",1,12,"L12",1,0.695821179,1,"Alert",8
"s_26",54,"L23flip","R",2,12,"R12",1,0.492776206,8,"Alert",9
"s_26",50,"L19flip","R",2,35,"R35",1,0.531119973,8,"Alert",10
"s_26",59,"R9flip","L",1,60,"L60",1,0.491897165,1,"Alert",11
"s_26",3,"L10","L",1,60,"L60",1,0.483883908,1,"Alert",12
"s_26",55,"L24flip","R",2,12,"R12",1,0.419524648,8,"Alert",13
"s_26",15,"L22","L",1,12,"L12",1,0.645370861,1,"Alert",14
"s_26",72,"R22flip","L",1,12,"L12",0,0.594148426,8,"Alert",15
"s_26",40,"L9flip","R",2,60,"R60",1,0.435427013,8,"Alert",16
"s_26",66,"R16flip","L",1,35,"L35",1,0.504883386,1,"Alert",17
"s_26",24,"R12","R",2,60,"R60",1,0.360421078,8,"Alert",18
"s_26",68,"R18flip","L",1,35,"L35",1,0.321310689,1,"Alert",19
"s_26",65,"R15flip","L",1,35,"L35",1,0.419406557,1,"Alert",20
"s_26",25,"R13","R",2,60,"R60",1,0.371086133,8,"Alert",21
"s_26",52,"L21flip","R",2,12,"R12",0,0.729032744,1,"Alert",22
"s_26",45,"L14flip","R",2,35,"R35",1,0.407253732,8,"Alert",23
"s_26",14,"L21","L",1,12,"L12",1,0.483349776,1,"Alert",24
"s_26",47,"L16flip","R",2,35,"R35",1,0.360049778,8,"Alert",25
"s_26",64,"R14flip","L",1,35,"L35",1,0.459177319,1,"Alert",26
"s_26",72,"R22flip","L",1,12,"L12",1,0.481388075,1,"Alert",27
"s_26",10,"L17","L",1,35,"L35",1,0.413919944,1,"Alert",28
"s_26",29,"R17","R",2,35,"R35",1,0.32660077,8,"Alert",29
"s_26",17,"L24","L",1,12,"L12",1,0.392703631,1,"Alert",30
"s_26",51,"L20flip","R",2,12,"R12",1,0.224818969,8,"Alert",31
"s_26",71,"R21flip","L",1,12,"L12",1,0.328172066,1,"Alert",32
"s_26",73,"R23flip","L",1,12,"L12",0,0.213682581,8,"Alert",33
"s_26",28,"R16","R",2,35,"R35",1,0.273787284,8,"Alert",34
"s_26",30,"R18","R",2,35,"R35",1,0.286713802,8,"Alert",35
"s_26",27,"R15","R",2,35,"R35",1,0.255979253,8,"Alert",36
"s_26",18,"L25","L",1,12,"L12",1,0.292003148,1,"Alert",37
"s_26",26,"R14","R",2,35,"R35",1,0.364810018,8,"Alert",38
"s_26",61,"R11flip","L",1,60,"L60",1,0.304831557,1,"Alert",39
"s_26",48,"L17flip","R",2,35,"R35",1,0.197430741,8,"Alert",40
"s_26",65,"R15flip","L",1,35,"L35",1,0.255399654,1,"Alert",41
"s_26",13,"L20","L",1,12,"L12",1,0.234086892,1,"Alert",42
"s_26",1,"L8","L",1,60,"L60",1,0.443358692,1,"Alert",43
"s_26",34,"R22","R",2,12,"R12",1,0.502839212,8,"Alert",44
"s_26",46,"L15flip","R",2,35,"R35",0,0.186874729,1,"Alert",45
"s_26",6,"L13","L",1,60,"L60",1,0.366210484,1,"Alert",46
"s_26",44,"L13flip","R",2,60,"R60",1,0.184131877,8,"Alert",47
"s_26",16,"L23","L",1,12,"L12",0,0.282269894,8,"Alert",48
"s_26",29,"R17","R",2,35,"R35",1,0.231551615,8,"Alert",49
"s_26",69,"R19flip","L",1,35,"L35",1,0.252666893,1,"Alert",50
"s_26",31,"R19","R",2,35,"R35",1,0.280645889,8,"Alert",51
"s_26",35,"R23","R",2,12,"R12",1,0.516894204,8,"Alert",52
"s_26",8,"L15","L",1,35,"L35",1,0.298685824,1,"Alert",53
"s_26",60,"R10flip","L",1,60,"L60",1,0.356179975,1,"Alert",54
"s_26",70,"R20flip","L",1,12,"L12",1,0.865661516,1,"Alert",55
"s_26",73,"R23flip","L",1,12,"L12",1,1.222535723,1,"Alert",56
"s_26",63,"R13flip","L",1,60,"L60",1,0.562175599,1,"Alert",57
"s_26",8,"L15","L",1,35,"L35",1,0.478384907,1,"Alert",58
"s_26",54,"L23flip","R",2,12,"R12",1,0.878218196,8,"Alert",59
"s_26",11,"L18","L",1,35,"L35",1,0.59520403,1,"Alert",60
"s_26",50,"L19flip","R",2,35,"R35",1,0.500472126,8,"Alert",61
"s_26",42,"L11flip","R",2,60,"R60",1,0.487436638,8,"Alert",62
"s_26",31,"R19","R",2,35,"R35",1,0.461587756,8,"Alert",63
"s_26",76,"R0flip","L",0,0,"L0",1,0.661354035,1,"Alert",64
"s_26",10,"L17","L",1,35,"L35",1,0.405793131,1,"Alert",65
"s_26",75,"R25flip","L",1,12,"L12",0,0.636290716,8,"Alert",66
