Subj_id,Stim_id,Wav_fname,Stim_loc,Stim_lat,Stim_ang,Stim_dts,Acc,RT,Resp_but,Alertness,ovtrialsnos
"s_44",56,"L25flip","R",2,12,"R12",1,1.103823073,8,"Alert",1
"s_44",43,"L12flip","R",2,60,"R60",1,0.675185967,8,"Alert",2
"s_44",7,"L14","L",1,35,"L35",1,0.413059645,1,"Alert",3
"s_44",2,"L9","L",1,60,"L60",1,0.666193638,1,"Alert",4
"s_44",74,"R24flip","L",1,12,"L12",1,1.311209242,1,"Alert",5
"s_44",37,"R25","R",2,12,"R12",1,0.484677165,8,"Alert",6
"s_44",36,"R24","R",2,12,"R12",1,0.607398197,8,"Alert",7
"s_44",71,"R21flip","L",1,12,"L12",1,0.71885951,1,"Alert",8
"s_44",54,"L23flip","R",2,12,"R12",1,0.957987299,8,"Alert",9
"s_44",50,"L19flip","R",2,35,"R35",1,0.395353007,8,"Alert",10
"s_44",59,"R9flip","L",1,60,"L60",1,0.370286537,1,"Alert",11
"s_44",3,"L10","L",1,60,"L60",1,0.455055584,1,"Alert",12
"s_44",55,"L24flip","R",2,12,"R12",1,0.403636128,8,"Alert",13
"s_44",15,"L22","L",1,12,"L12",1,0.828475337,1,"Alert",14
"s_44",72,"R22flip","L",1,12,"L12",1,0.530065628,1,"Alert",15
"s_44",40,"L9flip","R",2,60,"R60",1,0.417237838,8,"Alert",16
"s_44",66,"R16flip","L",1,35,"L35",1,0.384736312,1,"Alert",17
"s_44",24,"R12","R",2,60,"R60",1,0.46108356,8,"Alert",18
"s_44",68,"R18flip","L",1,35,"L35",1,0.497190365,1,"Alert",19
"s_44",65,"R15flip","L",1,35,"L35",1,0.588597509,1,"Alert",20
"s_44",25,"R13","R",2,60,"R60",1,0.390251216,8,"Alert",21
"s_44",52,"L21flip","R",2,12,"R12",0,0.569775854,1,"Alert",22
"s_44",45,"L14flip","R",2,35,"R35",1,0.542841269,8,"Alert",23
"s_44",14,"L21","L",1,12,"L12",1,0.60432586,1,"Alert",24
"s_44",47,"L16flip","R",2,35,"R35",1,0.429622692,8,"Alert",25
"s_44",64,"R14flip","L",1,35,"L35",1,0.456699814,1,"Alert",26
"s_44",72,"R22flip","L",1,12,"L12",1,0.467300456,1,"Alert",27
"s_44",10,"L17","L",1,35,"L35",1,0.286488255,1,"Alert",28
"s_44",29,"R17","R",2,35,"R35",1,0.37646072,8,"Alert",29
"s_44",17,"L24","L",1,12,"L12",1,0.534292776,1,"Alert",30
"s_44",51,"L20flip","R",2,12,"R12",0,1.257212631,1,"Alert",31
"s_44",71,"R21flip","L",1,12,"L12",1,0.652268012,1,"Alert",32
"s_44",73,"R23flip","L",1,12,"L12",1,0.680309686,1,"Alert",33
"s_44",28,"R16","R",2,35,"R35",1,0.415189571,8,"Alert",34
"s_44",30,"R18","R",2,35,"R35",1,0.424266933,8,"Alert",35
"s_44",27,"R15","R",2,35,"R35",1,0.358162302,8,"Alert",36
"s_44",18,"L25","L",1,12,"L12",1,0.324426967,1,"Alert",37
"s_44",26,"R14","R",2,35,"R35",1,0.358122898,8,"Alert",38
