Subj_id,Stim_id,Wav_fname,Stim_loc,Stim_lat,Stim_ang,Stim_dts,Acc,RT,Resp_but,Alertness,ovtrialsnos
"s_21",74,"R24flip","L",1,12,"L12",0,0.700803804,8,"Alert",1
"s_21",72,"R22flip","L",1,12,"L12",1,0.442273374,1,"Alert",2
"s_21",2,"L9","L",1,60,"L60",1,0.310757553,1,"Alert",3
"s_21",41,"L10flip","R",2,60,"R60",1,0.309829531,8,"Alert",4
"s_21",18,"L25","L",1,12,"L12",1,0.480212176,1,"Alert",5
"s_21",49,"L18flip","R",2,35,"R35",1,0.330432774,8,"Alert",6
"s_21",9,"L16","L",1,35,"L35",1,0.352297928,1,"Alert",7
"s_21",68,"R18flip","L",1,35,"L35",1,0.394762801,1,"Alert",8
"s_21",49,"L18flip","R",2,35,"R35",1,0.351851806,8,"Alert",9
"s_21",56,"L25flip","R",2,12,"R12",0,0.382914576,1,"Alert",10
"s_21",46,"L15flip","R",2,35,"R35",1,0.478408512,8,"Alert",11
"s_21",54,"L23flip","R",2,12,"R12",1,0.441491103,8,"Alert",12
"s_21",5,"L12","L",1,60,"L60",1,0.259307387,1,"Alert",13
"s_21",36,"R24","R",2,12,"R12",1,0.301605518,8,"Alert",14
"s_21",29,"R17","R",2,35,"R35",1,0.36978468,8,"Alert",15
"s_21",17,"L24","L",1,12,"L12",0,0.520167114,8,"Alert",16
"s_21",58,"R8flip","L",1,60,"L60",1,0.351476056,1,"Alert",17
"s_21",26,"R14","R",2,35,"R35",1,0.294731308,8,"Alert",18
"s_21",44,"L13flip","R",2,60,"R60",1,0.353362537,8,"Alert",19
"s_21",4,"L11","L",1,60,"L60",1,0.343295701,1,"Alert",20
"s_21",18,"L25","L",1,12,"L12",0,0.468206739,8,"Alert",21
"s_21",16,"L23","L",1,12,"L12",0,0.399650212,8,"Alert",22
"s_21",45,"L14flip","R",2,35,"R35",1,0.333361214,8,"Alert",23
"s_21",22,"R10","R",2,60,"R60",1,0.394816408,8,"Alert",24
"s_21",28,"R16","R",2,35,"R35",1,0.572801757,8,"Alert",25
"s_21",7,"L14","L",1,35,"L35",1,0.325378605,1,"Alert",26
"s_21",69,"R19flip","L",1,35,"L35",0,0.26701836,8,"Alert",27
"s_21",30,"R18","R",2,35,"R35",1,0.327452537,8,"Alert",28
"s_21",66,"R16flip","L",1,35,"L35",1,0.422599839,1,"Alert",29
"s_21",32,"R20","R",2,12,"R12",1,0.362490121,8,"Alert",30
"s_21",69,"R19flip","L",1,35,"L35",1,0.324721967,1,"Alert",31
"s_21",39,"L8flip","R",2,60,"R60",1,0.377580453,8,"Alert",32
"s_21",33,"R21","R",2,12,"R12",0,0.458562817,1,"Alert",33
"s_21",57,"L0flip","R",0,0,"R0",1,0.66699972,8,"Alert",34
"s_21",10,"L17","L",1,35,"L35",1,0.392740397,1,"Alert",35
"s_21",59,"R9flip","L",1,60,"L60",1,0.343313173,1,"Alert",36
"s_21",67,"R17flip","L",1,35,"L35",1,0.548278217,1,"Alert",37
"s_21",32,"R20","R",2,12,"R12",1,0.394695534,8,"Alert",38
"s_21",13,"L20","L",1,12,"L12",1,0.377389247,1,"Alert",39
"s_21",43,"L12flip","R",2,60,"R60",1,0.320836068,8,"Alert",40
"s_21",50,"L19flip","R",2,35,"R35",1,0.513584292,8,"Alert",41
"s_21",54,"L23flip","R",2,12,"R12",1,0.503922853,8,"Alert",42
"s_21",8,"L15","L",1,35,"L35",1,0.474638612,1,"Alert",43
"s_21",35,"R23","R",2,12,"R12",1,0.331492131,8,"Alert",44
"s_21",71,"R21flip","L",1,12,"L12",0,0.024684014,8,"Alert",45
"s_21",23,"R11","R",2,60,"R60",1,0.478346132,8,"Alert",46
"s_21",6,"L13","L",1,60,"L60",1,0.503833673,1,"Alert",47
"s_21",27,"R15","R",2,35,"R35",1,0.45094096,8,"Alert",48
"s_21",31,"R19","R",2,35,"R35",1,0.389456748,8,"Alert",49
"s_21",73,"R23flip","L",1,12,"L12",0,0.465706244,8,"Alert",50
"s_21",51,"L20flip","R",2,12,"R12",1,0.425115201,8,"Alert",51
"s_21",12,"L19","L",1,35,"L35",1,0.460624007,1,"Alert",52
"s_21",11,"L18","L",1,35,"L35",0,0.607469194,8,"Alert",53
"s_21",45,"L14flip","R",2,35,"R35",1,0.467888554,8,"Alert",54
"s_21",56,"L25flip","R",2,12,"R12",1,0.370529461,8,"Alert",55
"s_21",75,"R25flip","L",1,12,"L12",0,0.443263411,8,"Alert",56
"s_21",42,"L11flip","R",2,60,"R60",1,0.463537054,8,"Alert",57
"s_21",28,"R16","R",2,35,"R35",1,0.429381358,8,"Alert",58
"s_21",1,"L8","L",1,60,"L60",1,0.409318192,1,"Alert",59
"s_21",60,"R10flip","L",1,60,"L60",1,0.42201512,1,"Alert",60
"s_21",62,"R12flip","L",1,60,"L60",1,0.308797151,1,"Alert",61
"s_21",24,"R12","R",2,60,"R60",1,0.409145625,8,"Alert",62
"s_21",76,"R0flip","L",0,0,"L0",1,0.969044022,1,"Alert",63
"s_21",75,"R25flip","L",1,12,"L12",0,0.614764482,8,"Alert",64
"s_21",47,"L16flip","R",2,35,"R35",1,0.476533163,8,"Alert",65
"s_21",29,"R17","R",2,35,"R35",1,0.511581991,8,"Alert",66
"s_21",7,"L14","L",1,35,"L35",1,0.480025928,1,"Alert",67
"s_21",64,"R14flip","L",1,35,"L35",1,0.527529595,1,"Alert",68
"s_21",61,"R11flip","L",1,60,"L60",1,0.462622318,1,"Alert",69
"s_21",50,"L19flip","R",2,35,"R35",1,0.615790044,8,"Alert",70
"s_21",53,"L22flip","R",2,12,"R12",1,0.592194631,8,"Alert",71
"s_21",15,"L22","L",1,12,"L12",1,0.769886199,1,"Alert",72
"s_21",11,"L18","L",1,35,"L35",1,0.619966359,1,"Alert",73
"s_21",19,"L0","L",0,0,"L0",0,0.669742584,8,"Alert",74
"s_21",31,"R19","R",2,35,"R35",1,0.559273537,8,"Alert",75
"s_21",36,"R24","R",2,12,"R12",1,0.626443809,8,"Alert",76
"s_21",30,"R18","R",2,35,"R35",1,0.444322974,8,"Alert",77
"s_21",40,"L9flip","R",2,60,"R60",1,0.433221762,8,"Alert",78
"s_21",46,"L15flip","R",2,35,"R35",1,0.441174992,8,"Alert",79
"s_21",73,"R23flip","L",1,12,"L12",1,1.187639418,1,"Alert",80
"s_21",55,"L24flip","R",2,12,"R12",1,0.666050596,8,"Alert",81
"s_21",33,"R21","R",2,12,"R12",1,0.48335126,8,"Alert",82
"s_21",65,"R15flip","L",1,35,"L35",1,0.622714274,1,"Alert",83
"s_21",48,"L17flip","R",2,35,"R35",1,0.538885892,8,"Alert",84
