Subj_id,Stim_id,Wav_fname,Stim_loc,Stim_lat,Stim_ang,Stim_dts,Acc,RT,Resp_but,Alertness,ovtrialsnos
"s_06",24,"R12","R",2,60,"R60",1,0.956642203237876,8,"Alert",1
"s_06",17,"L24","L",1,12,"L12",0,1.76651461057372,8,"Alert",2
"s_06",18,"L25","L",1,12,"L12",0,1.01221067389639,8,"Alert",3
"s_06",2,"L9","L",1,60,"L60",1,2.60558404575949,1,"Alert",4
"s_06",52,"L21flip","R",2,12,"R12",0,1.83787423221424,1,"Alert",5
"s_06",52,"L21flip","R",2,12,"R12",1,1.51440427419773,8,"Alert",6
"s_06",25,"R13","R",2,60,"R60",1,0.947454176616,8,"Alert",7
"s_06",13,"L20","L",1,12,"L12",1,0.853618170369538,1,"Alert",8
"s_06",55,"L24flip","R",2,12,"R12",1,1.18970729586996,8,"Alert",9
"s_06",8,"L15","L",1,35,"L35",1,0.829798786117171,1,"Alert",10
"s_06",48,"L17flip","R",2,35,"R35",1,0.811562318621919,8,"Alert",11
"s_06",56,"L25flip","R",2,12,"R12",0,1.08578673247724,1,"Alert",12
"s_06",1,"L8","L",1,60,"L60",1,0.772448544433685,1,"Alert",13
"s_06",5,"L12","L",1,60,"L60",1,0.839855631386882,1,"Alert",14
"s_06",30,"R18","R",2,35,"R35",1,0.813334852354714,8,"Alert",15
"s_06",22,"R10","R",2,60,"R60",1,0.828626676376087,8,"Alert",16
"s_06",42,"L11flip","R",2,60,"R60",1,1.00881083719119,8,"Alert",17
"s_06",76,"R0flip","L",0,0,"L0",1,0.914030574410751,1,"Alert",18
"s_06",10,"L17","L",1,35,"L35",1,0.850133658486018,1,"Alert",19
"s_06",26,"R14","R",2,35,"R35",1,0.828671323288291,8,"Alert",20
"s_06",50,"L19flip","R",2,35,"R35",1,0.998263902253027,8,"Alert",21
"s_06",54,"L23flip","R",2,12,"R12",1,0.962222040897598,8,"Alert",22
"s_06",51,"L20flip","R",2,12,"R12",1,1.06906825999693,8,"Alert",23
"s_06",41,"L10flip","R",2,60,"R60",1,1.25046301927053,8,"Alert",24
"s_06",59,"R9flip","L",1,60,"L60",1,0.64606596555619,1,"Alert",25
"s_06",28,"R16","R",2,35,"R35",1,0.843202097070598,8,"Alert",26
"s_06",47,"L16flip","R",2,35,"R35",1,0.986102493914934,8,"Alert",27
"s_06",34,"R22","R",2,12,"R12",0,0.944869274354249,1,"Alert",28
