Subj_id,Stim_id,Wav_fname,Stim_loc,Stim_lat,Stim_ang,Stim_dts,Acc,RT,Resp_but,Alertness,ovtrialsnos
"s_04",65,"R15flip","L",1,35,"L35",1,0.781688478437804,1,"Alert",1
"s_04",41,"L10flip","R",2,60,"R60",1,0.536987809972278,8,"Alert",2
"s_04",57,"L0flip","R",0,0,"R0",0,1.00669235293091,1,"Alert",3
"s_04",16,"L23","L",1,12,"L12",1,0.851700312320067,1,"Alert",4
"s_04",34,"R22","R",2,12,"R12",0,0.971177876695668,1,"Alert",5
"s_04",71,"R21flip","L",1,12,"L12",1,0.865476572915908,1,"Alert",6
"s_04",17,"L24","L",1,12,"L12",1,0.936995610276285,1,"Alert",7
"s_04",45,"L14flip","R",2,35,"R35",1,0.867287064530068,8,"Alert",8
"s_04",27,"R15","R",2,35,"R35",1,0.823924558743987,8,"Alert",9
"s_04",9,"L16","L",1,35,"L35",1,0.752947437240909,1,"Alert",10
"s_04",35,"R23","R",2,12,"R12",0,1.11184968814179,1,"Alert",11
"s_04",55,"L24flip","R",2,12,"R12",0,0.933419273524844,1,"Alert",12
"s_04",46,"L15flip","R",2,35,"R35",1,0.611371406343495,8,"Alert",13
"s_04",44,"L13flip","R",2,60,"R60",1,0.688801226700441,8,"Alert",14
"s_04",64,"R14flip","L",1,35,"L35",1,0.836902827712838,1,"Alert",15
"s_04",14,"L21","L",1,12,"L12",1,0.820706420163375,1,"Alert",16
"s_04",28,"R16","R",2,35,"R35",1,0.62196288492191,8,"Alert",17
"s_04",15,"L22","L",1,12,"L12",1,0.655975802635887,1,"Alert",18
"s_04",21,"R9","R",2,60,"R60",1,0.555320063921439,8,"Alert",19
"s_04",36,"R24","R",2,12,"R12",0,0.833169458525476,1,"Alert",20
"s_04",58,"R8flip","L",1,60,"L60",1,0.606426937323531,1,"Alert",21
"s_04",39,"L8flip","R",2,60,"R60",1,0.678349845687407,8,"Alert",22
"s_04",37,"R25","R",2,12,"R12",0,0.810861102244537,1,"Alert",23
"s_04",30,"R18","R",2,35,"R35",1,0.634598351056787,8,"Alert",24
"s_04",12,"L19","L",1,35,"L35",1,0.723867185455307,1,"Alert",25
"s_04",16,"L23","L",1,12,"L12",1,0.667710641564741,1,"Alert",26
"s_04",37,"R25","R",2,12,"R12",0,0.611250296360234,1,"Alert",27
"s_04",15,"L22","L",1,12,"L12",1,0.85050255511274,1,"Alert",28
"s_04",25,"R13","R",2,60,"R60",1,0.6891773860976,8,"Alert",29
"s_04",60,"R10flip","L",1,60,"L60",1,0.599590381404075,1,"Alert",30
"s_04",54,"L23flip","R",2,12,"R12",1,0.938298055774226,8,"Alert",31
"s_04",32,"R20","R",2,12,"R12",1,0.56831424140504,8,"Alert",32
"s_04",45,"L14flip","R",2,35,"R35",1,0.58454811094085,8,"Alert",33
"s_04",8,"L15","L",1,35,"L35",1,0.546750506249994,1,"Alert",34
"s_04",62,"R12flip","L",1,60,"L60",1,0.588502659801031,1,"Alert",35
"s_04",68,"R18flip","L",1,35,"L35",1,0.645241147424719,1,"Alert",36
"s_04",74,"R24flip","L",1,12,"L12",1,0.933595806720783,1,"Alert",37
"s_04",17,"L24","L",1,12,"L12",1,0.711724883277688,1,"Alert",38
"s_04",29,"R17","R",2,35,"R35",1,0.552696185343434,8,"Alert",39
"s_04",65,"R15flip","L",1,35,"L35",1,0.693997666066933,1,"Alert",40
"s_04",56,"L25flip","R",2,12,"R12",0,0.995340857889751,1,"Alert",41
"s_04",72,"R22flip","L",1,12,"L12",1,0.844507097763468,1,"Alert",42
"s_04",22,"R10","R",2,60,"R60",1,0.710061673719442,8,"Alert",43
"s_04",54,"L23flip","R",2,12,"R12",1,1.18265694776157,8,"Alert",44
"s_04",66,"R16flip","L",1,35,"L35",1,0.716871031210453,1,"Alert",45
"s_04",42,"L11flip","R",2,60,"R60",1,0.699212066659756,8,"Alert",46
"s_04",75,"R25flip","L",1,12,"L12",0,1.03841290498717,8,"Alert",47
"s_04",66,"R16flip","L",1,35,"L35",1,0.743877531121673,1,"Alert",48
