Subj_id,Stim_id,Wav_fname,Stim_loc,Stim_lat,Stim_ang,Stim_dts,Acc,RT,Resp_but,Alertness,ovtrialsnos
"s_35_2",48,"L17flip","R",2,35,"R35",1,0.864038777,8,"Alert",1
"s_35_2",51,"L20flip","R",2,12,"R12",0,0.529250318,1,"Alert",2
"s_35_2",47,"L16flip","R",2,35,"R35",1,0.383740484,8,"Alert",3
"s_35_2",20,"R8","R",2,60,"R60",1,0.353299316,8,"Alert",4
"s_35_2",73,"R23flip","L",1,12,"L12",1,0.522914934,1,"Alert",5
"s_35_2",49,"L18flip","R",2,35,"R35",1,0.270496801,8,"Alert",6
"s_35_2",54,"L23flip","R",2,12,"R12",0,0.601896405,1,"Alert",7
"s_35_2",54,"L23flip","R",2,12,"R12",0,0.473974181,1,"Alert",8
"s_35_2",15,"L22","L",1,12,"L12",1,0.354269504,1,"Alert",9
"s_35_2",45,"L14flip","R",2,35,"R35",1,0.403677326,8,"Alert",10
"s_35_2",55,"L24flip","R",2,12,"R12",0,0.520170404,1,"Alert",11
"s_35_2",46,"L15flip","R",2,35,"R35",1,0.276391323,8,"Alert",12
"s_35_2",74,"R24flip","L",1,12,"L12",1,0.407264063,1,"Alert",13
"s_35_2",14,"L21","L",1,12,"L12",1,0.468583686,1,"Alert",14
"s_35_2",72,"R22flip","L",1,12,"L12",1,0.354298591,1,"Alert",15
"s_35_2",50,"L19flip","R",2,35,"R35",1,0.282062107,8,"Alert",16
"s_35_2",22,"R10","R",2,60,"R60",1,0.26813619,8,"Alert",17
"s_35_2",66,"R16flip","L",1,35,"L35",1,0.279226521,1,"Alert",18
"s_35_2",26,"R14","R",2,35,"R35",1,0.214508857,8,"Alert",19
"s_35_2",69,"R19flip","L",1,35,"L35",1,0.254155698,1,"Alert",20
"s_35_2",30,"R18","R",2,35,"R35",1,0.225344003,8,"Alert",21
"s_35_2",45,"L14flip","R",2,35,"R35",1,0.276754428,8,"Alert",22
"s_35_2",3,"L10","L",1,60,"L60",1,0.299648533,1,"Alert",23
"s_35_2",28,"R16","R",2,35,"R35",1,0.278974702,8,"Alert",24
"s_35_2",27,"R15","R",2,35,"R35",1,0.389234833,8,"Alert",25
"s_35_2",49,"L18flip","R",2,35,"R35",1,0.273541097,8,"Alert",26
"s_35_2",60,"R10flip","L",1,60,"L60",1,0.319739658,1,"Alert",27
"s_35_2",61,"R11flip","L",1,60,"L60",1,0.405861187,1,"Alert",28
"s_35_2",10,"L17","L",1,35,"L35",1,0.365438565,1,"Alert",29
"s_35_2",73,"R23flip","L",1,12,"L12",1,0.399220078,1,"Alert",30
"s_35_2",56,"L25flip","R",2,12,"R12",0,0.342018717,1,"Alert",31
"s_35_2",24,"R12","R",2,60,"R60",1,0.194018037,8,"Alert",32
"s_35_2",27,"R15","R",2,35,"R35",1,0.154726099,8,"Alert",33
"s_35_2",15,"L22","L",1,12,"L12",1,0.449589464,1,"Alert",34
"s_35_2",44,"L13flip","R",2,60,"R60",1,0.294928462,8,"Alert",35
"s_35_2",28,"R16","R",2,35,"R35",0,0.62366631,1,"Alert",36
"s_35_2",70,"R20flip","L",1,12,"L12",0,0.273634392,8,"Alert",37
"s_35_2",36,"R24","R",2,12,"R12",1,0.290362514,8,"Alert",38
"s_35_2",64,"R14flip","L",1,35,"L35",1,0.314408027,1,"Alert",39
"s_35_2",52,"L21flip","R",2,12,"R12",1,0.295357128,8,"Alert",40
"s_35_2",25,"R13","R",2,60,"R60",1,0.410563687,8,"Alert",41
"s_35_2",33,"R21","R",2,12,"R12",1,0.257824933,8,"Alert",42
"s_35_2",39,"L8flip","R",2,60,"R60",1,0.35812205,8,"Alert",43
"s_35_2",68,"R18flip","L",1,35,"L35",1,0.330141831,1,"Alert",44
"s_35_2",10,"L17","L",1,35,"L35",1,0.263141354,1,"Alert",45
"s_35_2",8,"L15","L",1,35,"L35",1,0.342831013,1,"Alert",46
"s_35_2",30,"R18","R",2,35,"R35",1,0.390049467,8,"Alert",47
"s_35_2",31,"R19","R",2,35,"R35",1,0.52741858,8,"Alert",48
"s_35_2",75,"R25flip","L",1,12,"L12",1,0.518694972,1,"Alert",49
"s_35_2",36,"R24","R",2,12,"R12",1,0.433710297,8,"Alert",50
"s_35_2",18,"L25","L",1,12,"L12",1,0.404604784,1,"Alert",51
"s_35_2",67,"R17flip","L",1,35,"L35",1,0.311655746,1,"Alert",52
"s_35_2",53,"L22flip","R",2,12,"R12",0,0.677815282,1,"Alert",53
"s_35_2",53,"L22flip","R",2,12,"R12",0,0.652315509,1,"Alert",54
"s_35_2",50,"L19flip","R",2,35,"R35",1,0.328433837,8,"Alert",55
"s_35_2",64,"R14flip","L",1,35,"L35",1,0.429930993,1,"Alert",56
"s_35_2",46,"L15flip","R",2,35,"R35",1,0.340270184,8,"Alert",57
"s_35_2",34,"R22","R",2,12,"R12",0,0.255564316,1,"Alert",58
"s_35_2",29,"R17","R",2,35,"R35",1,0.264992346,8,"Alert",59
"s_35_2",23,"R11","R",2,60,"R60",1,0.230812378,8,"Alert",60
"s_35_2",9,"L16","L",1,35,"L35",1,0.309544141,1,"Alert",61
"s_35_2",59,"R9flip","L",1,60,"L60",1,0.313835053,1,"Alert",62
"s_35_2",4,"L11","L",1,60,"L60",1,0.27103152,1,"Alert",63
"s_35_2",5,"L12","L",1,60,"L60",1,0.239217799,1,"Alert",64
"s_35_2",16,"L23","L",1,12,"L12",1,0.249266377,1,"Alert",65
"s_35_2",13,"L20","L",1,12,"L12",0,0.261651861,8,"Alert",66
