Subj_id,Stim_id,Wav_fname,Stim_loc,Stim_lat,Stim_ang,Stim_dts,Acc,RT,Resp_but,Alertness,ovtrialsnos
"s_46",56,"L25flip","R",2,12,"R12",1,0.676725231,8,"Alert",1
"s_46",43,"L12flip","R",2,60,"R60",1,0.391694604,8,"Alert",2
"s_46",7,"L14","L",1,35,"L35",1,0.311019117,1,"Alert",3
"s_46",2,"L9","L",1,60,"L60",1,0.682223117,1,"Alert",4
"s_46",74,"R24flip","L",1,12,"L12",0,0.838255189,8,"Alert",5
"s_46",37,"R25","R",2,12,"R12",1,0.755515197,8,"Alert",6
"s_46",36,"R24","R",2,12,"R12",1,0.523821729,8,"Alert",7
"s_46",71,"R21flip","L",1,12,"L12",0,0.758575293,8,"Alert",8
"s_46",54,"L23flip","R",2,12,"R12",1,0.753411684,8,"Alert",9
"s_46",50,"L19flip","R",2,35,"R35",1,0.571141598,8,"Alert",10
"s_46",59,"R9flip","L",1,60,"L60",1,0.457145671,1,"Alert",11
"s_46",3,"L10","L",1,60,"L60",1,0.55034226,1,"Alert",12
"s_46",55,"L24flip","R",2,12,"R12",1,0.89508769,8,"Alert",13
"s_46",15,"L22","L",1,12,"L12",1,0.62252913,1,"Alert",14
"s_46",72,"R22flip","L",1,12,"L12",0,0.891706091,8,"Alert",15
"s_46",40,"L9flip","R",2,60,"R60",1,0.628258664,8,"Alert",16
"s_46",66,"R16flip","L",1,35,"L35",1,0.442448878,1,"Alert",17
"s_46",24,"R12","R",2,60,"R60",1,0.530858454,8,"Alert",18
"s_46",68,"R18flip","L",1,35,"L35",1,0.454619976,1,"Alert",19
"s_46",65,"R15flip","L",1,35,"L35",1,0.454376137,1,"Alert",20
"s_46",25,"R13","R",2,60,"R60",1,0.53164565,8,"Alert",21
"s_46",52,"L21flip","R",2,12,"R12",1,0.45374399,8,"Alert",22
"s_46",45,"L14flip","R",2,35,"R35",1,0.338126446,8,"Alert",23
"s_46",14,"L21","L",1,12,"L12",1,0.480825023,1,"Alert",24
"s_46",47,"L16flip","R",2,35,"R35",1,0.259769165,8,"Alert",25
"s_46",64,"R14flip","L",1,35,"L35",1,0.288085293,1,"Alert",26
"s_46",72,"R22flip","L",1,12,"L12",0,0.638898518,8,"Alert",27
"s_46",10,"L17","L",1,35,"L35",1,0.324486373,1,"Alert",28
"s_46",29,"R17","R",2,35,"R35",1,0.367623993,8,"Alert",29
"s_46",17,"L24","L",1,12,"L12",1,0.393651919,1,"Alert",30
"s_46",51,"L20flip","R",2,12,"R12",1,0.467108303,8,"Alert",31
"s_46",71,"R21flip","L",1,12,"L12",1,0.483868847,1,"Alert",32
"s_46",73,"R23flip","L",1,12,"L12",0,0.245488294,8,"Alert",33
"s_46",28,"R16","R",2,35,"R35",1,0.457910607,8,"Alert",34
"s_46",30,"R18","R",2,35,"R35",1,0.517602236,8,"Alert",35
"s_46",27,"R15","R",2,35,"R35",1,0.375841376,8,"Alert",36
"s_46",18,"L25","L",1,12,"L12",0,0.728349117,8,"Alert",37
"s_46",26,"R14","R",2,35,"R35",1,0.401638701,8,"Alert",38
